"","�Age","Gender","HasKids","EduLvl","WorkStatus","AnnualIncome","Occupation","YrsJobHeld","MosJobHeld","CommunitySz","CntryOfRes","MaritalStat","NumSons","NumDaughters","DP1","DP2","DP3","DP4","DP5","DPMean","AIP1","AIP2","AIP3","AIP4","AIP5","AIP6","AIP7","AIP8","AIP9","AIP10","AIP11","AIP12","AIP13","AIP14","AIP15","AIPMean","GP1","GP2","GP3","GP4","GP5","GP6","GP7","GP8","GP9","GP10","GP11","GP12","GP13","GP14","GP15","GP16","GP17","GP18","GP19","GP20","GPMean","SWLS1","SWLS2","SWLS3","SWLS4","SWLS5","SWLSMean","OthersLabel","DPMean.1"
"1990",45,"Male","0","ma","full-time",55000,"enologist","2",0,"Small City","United States","Single","0",0,3,3,3,3,3,3,2,3,4,4,3,3,5,4,3,4,2,4,3,4,4,3.47,4,3,4,4,3,3,3,4,4,4,3,4,3,4,4,4,3,4,4,4,3.65,2,3,2,1,3,2.2,"yes",3
"1991",16.5,"Male","0","lthigh","student",NA,NA,"0",0,"Medium-Sized","United States","","0",0,4,4,2,4,4,3.6,1,3,2,3,3,4,4,4,4,3,1,3,5,3,3,3.07,5,2,2,2,3,3,5,4,5,2,3,5,2,3,5,3,3,5,5,4,3.55,2,3,1,1,1,1.6,"yes",3.6
"1992",55,"Male","0","deg","full-time",67500,"Editor","17",0,"Large-City","United States","Married","0",0,4,3,4,3,3,3.4,3,3,2,4,3,4,4,3,3,4,4,4,4,4,4,3.53,4,1,3,1,2,2,3,4,5,4,4,4,2,4,4,4,3,4,4,4,3.3,3,3,2,3,1,2.4,"yes",3.4
"1993",67.5,"Male","0","dip","retired",10000,"Registered Respiratory Therapist","23",0,"","United States","Single","0",0,2,3,2,4,4,3,2,2,4,5,5,2,5,4,5,5,5,5,4,4,4,4.07,4,5,2,2,3,1,3,1,4,4,4,2,2,2,3,5,5,3,2,3,3,1,1,1,1,1,1,"no",3
"1994",20,"Female","0","ltuni","student",10000,NA,"0",0,"Small City","United States","Single","0",0,3,2,3,1,1,2,1,1,5,2,2,2,2,3,3,5,1,1,1,1,1,2.07,5,1,1,5,5,1,3,1,4,1,1,4,1,4,3,4,1,3,5,3,2.8,2,2,3,3,3,2.6,"no",2
"1995",45,"Female","1","ma","full-time",55000,"Administrator","5",0,"Rural/Country","United States","Married","1",1,5,5,5,4,4,4.6,1,5,3,5,5,4,5,5,5,5,2,5,3,5,5,4.2,5,5,5,5,4,2,5,5,5,5,5,5,2,5,5,5,3,5,5,5,4.55,3,3,4,3,3,3.2,"yes",4.6
"1996",67.5,"Male","1","high","retired",35000,NA,"6",6,"Small City","United States","Married","2",4,4,4,4,3,3,3.6,1,1,5,2,3,4,4,4,3,4,2,1,4,1,4,2.87,4,3,3,2,3,2,4,3,3,1,2,2,2,2,3,4,3,4,4,4,2.9,1,1,1,1,1,1,"yes",3.6
"1997",45,"Female","0","deg","part-time",15000,"Framer/Sales Associate","5",6,"Small Town","United States","Married","0",0,4,3,4,2,2,3,5,2,4,4,4,5,4,5,4,3,2,3,4,3,5,3.8,4,1,2,3,3,2,4,4,4,2,3,4,5,3,4,3,2,5,4,4,3.3,3,3,4,4,4,3.6,"yes",3
"1998",32.5,"Male","0","ma","full-time",45000,"Social Worker","0",4,"Medium-Sized","United States","Single","0",0,1,3,5,5,5,3.8,1,3,5,4,4,1,4,2,4,4,4,5,2,4,3,3.33,5,4,5,5,1,5,2,3,4,2,5,5,1,5,4,5,5,5,5,5,4.05,1,2,1,1,1,1.2,"yes",3.8
"1999",21,"Female","0","ltuni","student",10000,"Fitness Assistant / wellness mentor / ca","5",0,"Medium-Sized","United States","Single","0",0,4,3,2,2,2,2.6,2,3,3,4,2,3,2,3,1,3,2,4,4,5,2,2.87,3,1,2,4,2,2,3,4,4,2,2,5,1,2,4,4,4,3,2,2,2.8,4,5,4,4,5,4.4,"yes",2.6
"2000",23,"Female","0","ltuni","student",250000,NA,"17",0,"Small City","United States","Single","0",0,4,4,3,3,3,3.4,2,1,4,1,3,2,5,3,3,4,5,2,4,2,3,2.93,4,3,4,4,4,5,3,4,4,3,2,4,4,3,4,5,4,4,4,4,3.8,5,5,5,5,5,5,"yes",3.4
"2001",32.5,"Male","0","ma","full-time",15000," teacher","1",4,"Medium-Sized","United States","Divorced","0",0,4,4,1,2,2,2.6,2,1,3,1,4,4,5,4,1,2,2,1,5,1,5,2.73,5,1,3,1,5,5,5,3,5,1,4,5,2,3,3,4,4,4,4,4,3.55,1,1,1,1,1,1,"yes",2.6
"2002",67.5,"Male","0","deg","retired",55000,NA,"0",0,"Medium-Sized","United States","Married","0",0,2,1,1,1,1,1.2,1,1,2,3,2,1,1,4,1,1,1,4,1,2,1,1.73,1,1,1,2,1,1,1,1,2,3,2,1,1,2,1,1,3,3,2,1,1.55,5,5,5,4,5,4.8,"no",1.2
"2003",45,"Female","0","ma","full-time",250000,"visual artist","10",0,"Large-City","United States","Married","0",0,5,5,4,3,3,4,1,1,5,4,3,4,3,3,2,5,4,3,2,3,3,3.07,4,2,3,2,1,4,4,5,5,1,3,5,1,1,3,4,2,1,3,3,2.85,3,4,3,4,2,3.2,"no",4
"2004",20,"Female","0","ltuni","student",10000,"Nanny","0",7,"Large-City","United States","Single","0",0,2,2,1,1,1,1.4,1,3,4,2,1,1,1,3,1,2,2,4,2,2,1,2,2,1,2,1,3,1,2,2,3,1,2,2,1,2,3,5,2,3,3,4,2.25,5,5,5,5,5,5,"no",1.4
"2005",32.5,"Female","0","deg","student",25000,"Graduate Assistant","1",0,"Medium-Sized","United States","Single","0",0,2,3,2,2,2,2.2,2,1,4,1,1,1,1,4,1,2,5,2,4,1,4,2.27,4,1,2,2,3,2,2,3,4,1,1,4,5,3,3,5,5,2,3,4,2.95,3,3,2,3,1,2.4,"no",2.2
"2006",23,"Male","0","deg","student",NA,"Unemployed","0",0,"Large-City","United States","Single","0",0,2,3,4,2,2,2.6,4,1,5,2,2,1,4,4,2,2,5,1,5,1,5,2.93,4,4,3,5,4,5,3,3,5,5,5,3,3,5,4,5,5,5,5,4,4.25,4,4,3,3,1,3,"yes",2.6
"2007",55,"Female","0","dip","full-time",150000,"Editor","12",0,"Large-City","United States","Single","0",0,5,4,3,3,3,3.6,5,3,5,4,4,1,4,4,4,5,3,4,4,3,5,3.87,4,2,4,3,3,3,5,4,4,2,4,5,5,4,4,4,3,4,4,4,3.75,4,3,4,4,3,3.6,"yes",3.6
"2008",37.5,"Male","0","phd","full-time",67500,"college professor","1",0,"Large-City","United States","Single","0",0,3,4,3,3,3,3.2,3,3,4,4,4,2,4,3,3,4,3,5,2,4,3,3.4,3,2,3,2,3,3,3,3,4,4,4,4,3,3,4,3,3,4,4,4,3.3,3,3,4,3,2,3,"yes",3.2
"2009",55,"Male","0","ltuni","part-time",25000,"newspaper carrier","23",0,"Medium-Sized","United States","Single","0",0,4,5,4,3,3,3.8,1,2,5,5,3,1,5,4,3,4,2,4,2,4,4,3.27,5,1,3,4,2,2,4,4,5,3,5,5,5,5,4,5,4,4,4,4,3.9,1,1,1,1,1,1,"yes",3.8
"2010",45,"Female","1","ltuni","full-time",35000,"Consumer Case Coordinator","0",6,"Medium-Sized","United States","Married","3",0,2,2,1,1,1,1.4,3,3,1,4,2,2,1,5,1,2,1,5,4,3,3,2.67,2,1,1,4,1,1,1,3,2,2,3,3,4,4,3,2,1,4,1,4,2.35,3,3,3,3,2,2.8,"yes",1.4
"2011",55,"Male","0","deg","full-time",45000," teacher","6",8,"Rural/Country","United States","Married","0",0,2,1,2,2,1,1.6,1,1,2,1,1,1,3,3,2,1,1,1,1,1,2,1.47,2,1,2,1,1,1,1,2,2,1,2,2,1,2,2,3,2,4,2,4,1.9,4,4,4,4,3,3.8,"no",1.6
"2012",55,"Female","0","deg","unemployed",10000,"business consultant","17",0,"Medium-Sized","United States","Single","0",0,4,4,4,3,4,3.8,4,3,3,4,4,2,5,4,4,5,4,4,4,4,5,3.93,5,4,3,4,3,2,4,4,4,5,5,5,5,5,5,5,4,4,5,4,4.25,2,4,3,3,2,2.8,"yes",3.8
"2013",21,"Male","0","deg","full-time",55000,"engineer","0",10,"Medium-Sized","United States","Single","0",0,4,4,5,4,4,4.2,1,2,2,4,3,3,4,3,3,3,4,2,2,2,3,2.73,3,2,3,5,2,3,4,4,4,2,3,4,2,4,4,3,2,5,5,4,3.4,3,3,3,2,2,2.6,"no",4.2
"2014",37.5,"Female","0","ma","student",25000," consultant","6",0,"Large Town","United States","Single","0",0,4,4,5,4,4,4.2,1,1,2,4,4,3,2,4,2,3,1,2,1,2,2,2.27,4,1,4,5,3,2,4,2,4,4,4,4,1,1,3,3,2,4,4,3,3.1,3,4,4,4,4,3.8,"yes",4.2
"2015",20,"Female","0","ltuni","student",10000,NA,"2",0,"Large-City","United States","Single","0",0,4,2,2,2,2,2.4,2,3,4,3,2,2,2,4,1,3,4,4,4,2,2,2.8,3,1,2,3,4,3,3,2,3,3,4,3,2,2,3,4,4,3,4,2,2.9,3,4,3,2,4,3.2,"no",2.4
"2016",21,"Male","0","ltuni","student",10000,NA,"0",0,"Small City","United States","Single","0",0,2,5,4,4,4,3.8,4,3,5,3,4,5,5,4,5,4,5,3,4,2,5,4.07,4,1,4,3,2,3,3,4,4,2,2,4,4,5,3,5,5,3,5,3,3.45,2,2,2,1,1,1.6,"yes",3.8
"2017",32.5,"Male","1","phd","full-time",55000,NA,"5",0,"Medium-Sized","United States","Married","1",2,4,3,5,1,1,2.8,1,2,2,3,1,2,5,4,2,2,3,3,4,2,2,2.53,3,1,3,3,2,1,3,5,5,1,3,3,3,2,4,3,3,3,4,3,2.9,5,5,4,4,5,4.6,"yes",2.8
"2018",23,"Female","0","ltuni","full-time",25000,"Medical","4",2,"Rural/Country","United States","Single","0",0,4,5,2,2,2,3,1,1,2,3,3,1,4,2,3,3,4,5,3,4,4,2.87,4,2,3,5,3,4,5,3,4,3,4,4,1,4,4,5,5,3,4,3,3.65,2,2,1,2,1,1.6,"yes",3
"2019",32.5,"Female","0","ma","student",15000,NA,"1",6,"Small City","United States","Single","0",0,4,3,3,3,3,3.2,2,2,4,2,4,4,4,4,4,4,2,3,4,3,4,3.33,3,3,4,4,4,3,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3.3,3,3,3,3,3,3,"yes",3.2
"2020",28,"Male","0","phd","full-time",45000,"Postdoc","0",7,"Small City","United States","Married","0",0,4,4,5,3,3,3.8,1,2,3,3,4,3,5,1,3,4,3,3,3,2,4,2.93,4,2,3,4,3,3,4,4,4,4,4,4,2,4,4,4,3,4,5,4,3.65,3,4,3,5,4,3.8,"yes",3.8
"2021",20,"Male","0","ltuni","student",10000,NA,"14",0,"Small City","United States","Single","0",0,3,3,4,3,3,3.2,2,2,3,4,3,4,3,5,2,3,5,3,4,2,3,3.2,4,3,4,2,1,3,2,5,4,1,2,4,3,3,5,3,2,5,4,5,3.25,5,4,4,4,3,4,"no",3.2
"2022",16.5,"Male","0","lthigh","student",10000,"Unemployed","0",0,"Large Town","United States","Single","0",0,3,3,3,3,3,3,3,2,3,4,5,5,4,4,3,5,1,3,3,2,4,3.4,3,2,2,4,2,2,5,3,5,3,3,5,2,2,4,2,3,4,5,4,3.25,3,4,4,3,2,3.2,"yes",3
"2023",23,"Male","0","ltuni","full-time",35000,"Manager,Interacitve Media","1",4,"Large-City","United States","Single","0",0,4,3,4,4,4,3.8,4,5,4,5,3,3,4,4,3,4,4,5,4,5,4,4.07,4,4,3,5,2,3,4,3,4,5,4,3,4,3,4,5,5,3,4,4,3.8,2,4,3,2,4,3,"no",3.8
"2024",45,"Female","0","phd","part-time",NA,"Attorney","17",0,"Large-City","United States","Single","0",0,5,5,4,3,2,3.8,5,3,5,5,4,3,5,5,5,5,2,4,3,5,5,4.27,5,3,4,5,4,3,4,3,4,5,5,5,1,2,4,5,4,5,5,5,4.05,1,1,1,1,1,1,"yes",3.8
"2025",28,"Female","0","ma","full-time",55000," teacher","4",10,"Large-City","United States","Single","0",0,3,2,3,2,2,2.4,2,2,3,2,3,2,4,5,3,3,4,3,4,4,3,3.13,3,1,2,3,3,3,2,3,4,3,4,3,4,4,4,3,3,3,3,3,3.05,4,4,4,3,3,3.6,"yes",2.4
"2026",32.5,"Female","0","deg","full-time",67500,"Art Director","7",3,"Large-City","United States","Single","0",0,3,4,4,3,3,3.4,1,2,1,3,2,3,2,3,1,2,3,3,3,3,3,2.33,4,3,2,5,3,3,3,4,4,4,4,3,4,4,3,3,3,5,4,3,3.55,3,3,3,3,2,2.8,"no",3.4
"2027",37.5,"Female","0","ma","full-time",67500,NA,"3",0,"Large-City","United States","Married","0",0,3,5,4,1,1,2.8,1,2,4,4,1,1,1,1,1,1,2,2,5,2,1,1.93,3,1,1,2,4,3,3,4,4,1,1,3,2,1,3,4,3,3,2,3,2.55,5,5,4,5,4,4.6,"no",2.8
"2028",20,"Female","0","ltuni","student",10000,NA,"0",0,"Large-City","United States","Single","0",0,2,4,2,1,1,2,2,3,5,3,2,3,3,3,2,2,4,5,3,5,3,3.2,3,3,4,5,4,2,3,3,4,5,4,3,5,3,4,4,4,2,1,3,3.45,3,3,4,4,3,3.4,"no",2
"2029",32.5,"Male","0","ma","full-time",150000,"Attorney","6",0,"Large-City","United States","Single","0",0,3,5,4,4,4,4,1,2,2,4,2,5,3,3,1,4,1,3,1,1,4,2.47,5,2,2,3,1,2,3,3,4,3,3,4,1,2,1,3,4,5,4,4,2.95,2,3,2,2,1,2,"yes",4
"2030",28,"Male","0","ma","student",15000,NA,"1",6,"Large-City","United States","Single","0",0,3,3,4,3,3,3.2,2,2,2,3,2,1,2,2,3,4,2,2,5,3,4,2.6,4,1,1,4,4,3,4,2,4,2,2,4,3,5,4,5,2,2,3,4,3.15,3,3,1,3,1,2.2,"no",3.2
"2031",32.5,"Male","0","ma","student",25000,NA,"6",0,"Small City","United States","Married","0",0,5,4,4,4,4,4.2,1,1,2,2,4,3,4,5,5,4,2,3,4,3,3,3.07,3,1,1,4,1,2,4,4,4,2,3,4,2,4,5,4,2,5,5,4,3.2,1,2,2,3,2,2,"yes",4.2
"2032",55,"Male","0","phd","full-time",67500,"writer","3",4,"Large-City","United States","Married","0",0,2,2,2,3,2,2.2,3,2,5,2,2,2,3,4,2,2,2,2,3,2,3,2.6,3,2,3,2,2,2,2,2,2,2,2,3,3,2,3,2,2,3,3,3,2.4,3,3,3,3,2,2.8,"yes",2.2
"2033",25,"Female","0","deg","student",10000,NA,"1",0,"Medium-Sized","United States","Single","0",0,4,4,4,3,3,3.6,2,2,3,2,2,2,5,4,2,4,3,3,4,3,4,3,4,2,4,5,3,3,5,4,5,1,4,4,2,2,5,4,4,4,4,5,3.7,3,3,3,4,3,3.2,"yes",3.6
"2034",16.5,"Female","0","ltuni","student",10000,"Telemarketer","0",4,"Large-City","United States","Single","0",0,5,5,5,2,2,3.8,1,2,4,4,1,1,3,5,1,4,4,5,5,4,1,3,5,1,3,4,3,3,1,5,5,1,5,5,4,3,5,5,5,5,5,5,3.9,4,4,4,4,4,4,"yes",3.8
"2035",25,"Female","0","ma","full-time",55000," consultant","1",0,"Small City","United States","Single","0",0,4,4,4,3,3,3.6,3,4,4,5,4,2,5,3,4,4,4,4,4,4,4,3.87,5,4,2,5,4,3,5,4,4,5,4,4,4,2,3,3,3,4,4,4,3.8,3,3,3,3,2,2.8,"yes",3.6
"2036",22,"Female","0","ma","student",15000,NA,"0",0,"Medium-Sized","United States","Single","0",0,2,4,5,5,5,4.2,1,1,3,3,3,5,4,5,1,5,3,4,3,3,5,3.27,5,2,2,3,5,2,5,5,4,1,2,4,2,4,4,5,3,5,4,4,3.55,4,4,5,5,5,4.6,"yes",4.2
"2037",32.5,"Female","1","dip","full-time",55000,"Nurse","13",10,"Medium-Sized","United States","Divorced","0",1,2,2,2,2,2,2,2,2,4,4,3,3,4,3,2,3,2,3,2,4,3,2.93,3,3,2,3,4,2,2,2,3,3,4,3,4,4,3,3,2,3,4,4,3.05,3,3,3,2,1,2.4,"yes",2
"2038",45,"Female","0","deg","student",67500,"Partner","5",0,"Rural/Country","United States","Married","0",0,3,3,2,2,2,2.4,4,3,2,4,3,3,2,3,2,2,3,3,4,2,3,2.87,4,2,1,5,4,2,3,3,4,3,4,3,3,2,3,4,4,3,4,4,3.25,4,4,4,4,3,3.8,"no",2.4
"2039",16.5,"Female","0","lthigh","student",10000,"","0",0,"Small City","United States","Widowed","0",0,5,4,4,4,4,4.2,2,3,4,5,5,5,5,5,4,4,4,5,3,4,4,4.13,4,4,4,5,3,4,4,4,4,4,4,4,3,4,4,4,3,5,5,4,4,2,3,3,3,2,2.6,"yes",4.2
"2040",45,"Male","1","deg","full-time",87500,"Nurse","17",0,"Large-City","United States","Single","1",0,4,4,3,3,3,3.4,2,4,4,5,2,4,5,4,3,4,5,5,5,5,4,4.07,4,3,4,4,4,4,3,4,4,3,3,4,1,3,4,4,3,4,2,4,3.45,3,3,3,2,2,2.6,"yes",3.4
"2041",28,"Female","0","deg","full-time",55000,NA,"2",5,"Large Town","United States","Single","0",0,4,3,3,2,2,2.8,1,1,1,2,1,2,3,3,1,2,4,1,2,2,1,1.8,3,1,2,3,2,3,2,4,4,1,2,4,1,4,2,4,2,4,4,4,2.8,2,4,4,2,2,2.8,"no",2.8
"2042",28,"Female","0","ma","full-time",45000," teacher","1",0,"Large-City","United States","Single","0",0,4,4,3,3,3,3.4,3,2,4,3,2,3,4,4,3,3,4,3,3,3,5,3.27,3,3,2,3,5,5,4,4,4,3,3,5,4,4,3,5,5,4,4,4,3.85,4,3,3,3,2,3,"yes",3.4
"2043",45,"Male","1","phd","full-time",55000,"Scientist","10",0,"Medium-Sized","United States","Married","1",1,5,5,5,4,3,4.4,2,3,5,4,4,1,5,3,2,2,4,3,4,3,3,3.2,3,4,3,3,3,3,4,2,3,3,3,3,4,4,4,5,3,3,3,3,3.3,3,2,1,3,2,2.2,"yes",4.4
"2044",37.5,"Female","0","ma","full-time",45000," teacher","0",9,"Medium-Sized","United States","Single","0",0,4,4,4,3,3,3.6,1,1,2,3,3,5,4,4,3,3,1,3,1,2,3,2.6,3,1,1,5,1,5,4,3,3,1,4,4,1,1,3,2,1,3,3,5,2.7,4,5,4,5,4,4.4,"yes",3.6
"2045",37.5,"Female","1","phd","full-time",150000,"Deputy Director","4",0,"Large-City","United States","Married","1",0,3,1,2,1,1,1.6,1,1,1,1,1,1,1,1,1,1,4,1,3,1,1,1.33,3,1,2,1,4,4,3,3,3,1,1,4,4,3,2,5,3,4,2,1,2.7,5,5,5,5,5,5,"no",1.6
"2046",55,"Female","0","ltuni","full-time",150000,"Consumer Case Coordinator","0",4,"Medium-Sized","United States","Married","0",0,2,4,4,3,3,3.2,1,1,3,2,3,2,3,3,3,3,2,2,2,2,3,2.33,4,2,3,5,2,2,4,3,4,2,2,3,1,3,3,3,3,4,3,4,3,3,4,3,3,3,3.2,"yes",3.2
"2047",55,"Female","1","phd","unemployed",67500,"Unemployed","0",4,"Large Town","United States","Divorced","1",2,3,3,2,3,3,2.8,1,1,3,2,1,2,1,4,2,2,2,2,2,1,3,1.93,3,2,2,2,1,1,3,2,3,1,2,3,1,2,2,3,2,3,3,2,2.15,4,3,4,5,5,4.2,"no",2.8
"2048",45,"Female","1","deg","full-time",45000,NA,"0",7,"Large-City","United States","Divorced","1",0,3,2,1,2,2,2,2,2,5,2,2,1,2,3,1,3,4,3,4,2,4,2.67,4,2,3,1,2,4,2,2,3,3,3,3,2,2,3,4,3,3,3,2,2.7,3,4,4,4,3,3.6,"no",2
"2049",45,"Female","1","ma","full-time",150000,"Marketing","2",0,"Medium-Sized","United States","Divorced","1",0,3,2,2,2,2,2.2,2,2,5,3,3,3,3,4,3,4,3,3,3,4,4,3.27,4,2,2,2,2,2,4,2,4,2,3,4,3,2,4,4,3,2,3,2,2.8,3,4,4,3,2,3.2,"yes",2.2
"2050",32.5,"Male","0","deg","full-time",250000,"Associate / investment banking","2",10,"Large-City","United States","Single","0",0,3,3,3,3,3,3,1,3,5,4,4,4,4,4,4,5,2,4,5,4,3,3.73,5,2,2,5,2,2,4,3,5,4,4,4,1,3,4,4,3,4,3,3,3.35,4,4,5,4,3,4,"yes",3
"2051",28,"Female","0","ma","full-time",55000," consultant","0",6,"Medium-Sized","United States","Single","0",0,4,4,4,3,3,3.6,1,3,5,5,3,2,1,3,1,3,5,4,5,3,1,3,3,3,3,5,3,4,3,5,5,4,4,5,1,1,3,4,4,4,3,4,3.55,3,2,2,3,3,2.6,"no",3.6
"2052",20,"Female","0","ltuni","student",15000,NA,"1",8,"Large-City","United States","Single","0",0,3,4,4,1,1,2.6,1,2,3,3,2,3,1,4,1,2,4,4,3,3,1,2.47,3,1,1,2,4,2,3,3,4,3,5,3,1,3,4,5,4,3,4,5,3.15,3,5,4,3,4,3.8,"no",2.6
"2053",37.5,"Male","0","phd","full-time",150000,"Attorney","0",7,"Large-City","United States","Single","0",0,4,4,4,4,4,4,3,3,5,4,4,3,5,4,4,4,5,4,4,4,5,4.07,4,3,3,4,3,3,4,5,5,3,4,4,4,4,4,5,4,4,5,3,3.9,4,4,4,4,4,4,"yes",4
"2054",37.5,"Female","0","deg","unemployed",NA,NA,"0",6,"Large Town","United States","Married","0",0,2,3,1,1,1,1.6,1,2,4,4,2,1,1,3,3,3,1,5,1,4,2,2.47,3,3,1,1,2,2,2,1,3,4,5,3,1,2,3,4,3,2,3,2,2.5,4,5,5,5,1,4,"no",1.6
"2055",32.5,"Female","0","ma","part-time",25000," teacher","0",1,"Large-City","United States","Married","0",0,2,4,4,2,2,2.8,3,2,5,4,2,1,4,4,2,3,4,4,4,4,4,3.33,4,4,3,4,3,4,4,4,4,4,4,4,4,2,4,4,4,3,4,3,3.7,5,5,5,5,5,5,"no",2.8
"2056",22,"Male","0","deg","student",25000,NA,"0",8,"Medium-Sized","United States","Single","0",0,4,3,3,2,2,2.8,1,3,3,4,5,5,4,4,5,5,3,5,4,4,3,3.87,5,1,3,4,4,3,5,3,5,3,3,5,3,4,4,4,4,5,5,4,3.85,3,4,3,4,3,3.4,"yes",2.8
"2057",55,"Female","1","deg","full-time",67500,"Market Analyst","17",0,"Large Town","United States","Divorced","1",0,3,2,4,4,4,3.4,4,5,5,5,4,2,4,4,3,4,5,5,5,5,5,4.33,4,3,3,5,3,4,4,3,4,5,5,4,3,5,4,5,5,4,3,4,4,2,2,2,3,2,2.2,"yes",3.4
"2058",22,"Female","0","ltuni","student",15000,NA,"0",0,"Medium-Sized","United States","Single","0",0,5,4,5,5,5,4.8,3,3,4,4,3,2,4,3,3,4,4,4,4,3,3,3.4,4,3,4,3,4,2,4,5,4,4,3,4,4,4,4,4,4,4,4,3,3.75,4,4,4,4,4,4,"yes",4.8
"2059",32.5,"Female","0","phd","full-time",150000,"college professor","1",0,"Large-City","United States","Single","0",0,4,5,4,3,3,3.8,1,2,5,3,3,3,5,5,4,4,5,5,5,4,4,3.87,4,2,4,5,4,4,5,4,5,5,4,5,5,5,4,4,4,5,5,5,4.4,4,4,5,5,5,4.6,"yes",3.8
"2060",37.5,"Male","0","deg","full-time",10000,"trader","4",8,"Large-City","United States","Single","0",0,2,2,2,2,2,2,1,2,5,3,2,1,2,4,2,3,4,3,4,2,2,2.67,3,2,4,3,3,4,3,4,3,2,3,3,3,4,4,4,4,3,3,4,3.3,5,5,5,5,3,4.6,"no",2
"2061",37.5,"Male","0","deg","full-time",87500,"engineer","2",3,"Large-City","United States","Married","0",0,3,2,2,2,2,2.2,1,1,3,1,2,1,2,3,2,3,4,1,1,1,1,1.8,3,1,3,4,4,1,3,1,3,2,1,3,2,3,3,3,2,2,3,1,2.4,2,4,4,5,3,3.6,"no",2.2
"2062",55,"Female","1","dip","full-time",67500,"engineer","28",0,"Large-City","United States","Married","2",0,2,3,2,2,2,2.2,1,1,4,2,2,1,1,2,2,3,2,2,3,1,2,1.93,1,1,2,1,2,2,2,2,3,1,3,3,3,2,2,4,3,2,2,3,2.2,3,4,4,4,3,3.6,"no",2.2
"2063",22,"Female","0","ltuni","student",10000,NA,"5",0,"Small City","United States","Single","0",0,5,5,5,5,5,5,1,1,3,3,4,4,5,4,5,5,2,3,2,3,2,3.13,5,4,3,5,3,3,5,4,5,3,2,5,2,2,4,3,2,5,5,4,3.7,2,4,3,4,2,3,"yes",5
"2064",45,"Female","0","ma","full-time",45000,"Technical Coordinator","2",4,"Large-City","United States","Single","0",0,3,4,2,3,3,3,3,4,3,4,4,5,3,4,4,4,3,5,3,5,5,3.93,3,2,3,4,2,3,3,4,3,3,5,3,4,3,4,4,3,3,4,3,3.3,3,4,2,3,2,2.8,"yes",3
"2065",45,"Male","1","phd","full-time",250000,"attorney","23",0,"Small Town","United States","Married","2",1,3,3,2,2,2,2.4,1,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1.27,2,1,5,4,1,4,2,2,3,2,1,3,1,1,2,4,4,2,3,2,2.45,3,3,3,3,2,2.8,"no",2.4
"2066",28,"Female","0","ma","full-time",45000,"special education teacher","3",0,"Small City","United States","Single","0",0,3,3,3,1,1,2.2,2,3,5,4,2,1,4,3,2,3,3,4,3,4,4,3.13,4,2,3,5,2,2,4,3,5,4,3,4,5,3,4,3,4,3,4,3,3.5,3,2,3,3,2,2.6,"yes",2.2
"2067",45,"Female","1","ltuni","part-time",25000,"financial officer / small career-trainin","3",0,"Small City","United States","Married","1",1,3,5,5,3,3,3.8,3,3,3,4,4,1,5,4,4,4,2,2,4,5,5,3.53,5,5,5,5,3,4,5,4,4,4,5,4,5,5,3,4,4,5,5,4,4.4,1,1,2,1,1,1.2,"yes",3.8
"2068",28,"Female","1","phd","student",35000," veterinarian","2",0,"Medium-Sized","United States","Married","0",1,2,3,2,1,1,1.8,1,3,2,4,2,2,4,3,2,2,5,3,1,4,2,2.67,4,2,2,5,2,2,3,3,5,4,4,3,2,5,4,2,2,4,3,4,3.25,4,3,4,4,4,3.8,"yes",1.8
"2069",55,"Female","0","deg","retired",150000,"artist/designer/homemaker","30",0,"Small City","United States","Married","0",0,3,3,2,1,1,2,1,1,2,3,2,1,4,3,1,3,2,4,1,3,1,2.13,3,1,2,1,1,1,2,3,4,2,4,3,2,2,4,2,2,3,3,3,2.4,4,5,5,5,5,4.8,"no",2
"2070",32.5,"Male","0","ma","student",55000,NA,"0",0,"Small City","United States","Single","0",0,2,3,2,1,1,1.8,1,1,3,1,2,4,1,3,1,1,2,1,3,1,1,1.73,1,1,1,3,2,1,4,4,5,1,1,5,1,2,3,5,5,4,5,4,2.9,5,5,5,5,4,4.8,"no",1.8
"2071",24,"Female","1","ltuni","full-time",25000,"Special Education Administrative Assista","1",4,"Large-City","United States","Married","0",1,2,2,2,2,2,2,2,2,3,3,2,3,1,4,2,2,4,4,4,1,2,2.6,2,2,3,4,1,3,1,3,1,1,4,2,3,4,4,3,2,4,2,4,2.65,4,4,4,4,3,3.8,"yes",2
"2072",28,"Female","0","deg","full-time",150000,NA,"5",0,"Large-City","United States","Single","0",0,2,2,2,1,2,1.8,1,1,1,2,2,3,1,3,1,3,3,3,3,3,1,2.07,2,1,1,5,2,4,4,2,4,2,2,3,2,2,2,3,2,4,2,4,2.65,2,2,2,2,2,2,"no",1.8
"2073",45,"Female","0","phd","part-time",87500,"assistant general counsel","0",3,"Large-City","United States","Single","0",0,4,4,4,3,3,3.6,3,2,2,3,3,3,3,4,3,3,2,4,2,3,3,2.87,3,2,2,4,3,2,4,3,4,4,3,3,4,4,4,4,3,3,4,3,3.3,4,4,4,3,3,3.6,"yes",3.6
